ORGANIZATION_ID,REPORT_ID,ALLOCATION_ID,DETAIL_SEQ_NO,ACTUAL_SEQ_NO,AMOUNT_VOLUME,UNIT_VOLUME,VALUE_TYPE_VOLUME,METHOD_ID_VOLUME,AMOUNT_RATE,UNIT_RATE,VALUE_TYPE_RATE,METHOD_ID_RATE,START_DATE,END_DATE
AKDNR,2016,A2012-72,357,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-72,355,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-72,358,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-72,354,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-72,356,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-72,357,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-72,355,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-72,358,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-72,354,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-72,356,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-72,357,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-72,355,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-72,358,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-72,354,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-72,356,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-72,357,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-72,355,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-72,358,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-72,354,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-72,356,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-72,357,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-72,355,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-72,358,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-72,354,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-72,356,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-72,357,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-72,355,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-72,358,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-72,354,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-72,356,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-72,357,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-72,355,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-72,358,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-72,354,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-72,356,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-72,357,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-72,355,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-72,358,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-72,354,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-72,356,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-72,357,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-72,355,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-72,358,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-72,354,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-72,356,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-72,357,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-72,355,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-72,358,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-72,354,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-72,356,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-72,357,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-72,355,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-72,358,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-72,354,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-72,356,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-72,357,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-72,355,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-72,358,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-72,354,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-72,356,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-72,357,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-72,355,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-72,358,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-72,354,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-72,356,7,0,1,1,1,,,,,07/01,07/31
AKDNR,2017,A2012-72,357,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-72,355,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-72,358,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-72,354,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-72,356,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-72,357,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-72,355,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-72,358,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-72,354,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-72,356,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,328,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-73,324,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-73,325,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-73,326,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-73,327,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-73,328,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-73,324,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-73,325,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-73,326,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-73,327,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-73,328,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-73,324,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-73,325,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-73,326,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-73,327,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-73,328,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-73,324,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-73,325,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-73,326,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-73,327,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-73,328,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-73,324,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-73,325,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-73,326,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-73,327,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-73,328,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,324,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,325,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,326,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,327,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-73,328,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-73,324,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-73,325,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-73,326,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-73,327,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-73,328,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-73,324,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-73,325,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-73,326,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-73,327,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-73,328,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-73,324,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-73,325,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-73,326,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-73,327,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-73,328,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-73,324,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-73,325,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-73,326,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-73,327,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-73,328,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-73,324,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-73,325,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-73,326,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-73,327,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-73,328,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-73,324,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-73,325,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-73,326,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-73,327,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-73,328,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-73,324,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-73,325,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-73,326,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-73,327,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-73,328,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-73,324,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-73,325,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-73,326,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-73,327,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-73,328,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-73,324,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-73,325,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-73,326,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-73,327,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-73,328,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-73,324,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-73,325,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-73,326,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-73,327,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-73,328,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-73,324,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-73,325,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-73,326,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-73,327,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-73,328,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-73,324,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-73,325,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-73,326,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-73,327,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,334,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-74,330,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-74,331,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-74,332,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-74,333,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-74,334,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-74,330,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-74,331,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-74,332,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-74,333,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-74,334,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-74,330,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-74,331,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-74,332,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-74,333,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-74,334,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-74,330,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-74,331,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-74,332,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-74,333,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-74,334,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-74,330,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-74,331,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-74,332,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-74,333,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-74,334,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,330,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,331,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,332,9,0,1,1,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,333,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-74,334,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-74,330,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-74,331,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-74,332,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-74,333,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-74,334,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-74,330,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-74,331,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-74,332,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-74,333,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-74,334,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-74,330,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-74,331,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-74,332,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-74,333,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-74,334,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-74,330,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-74,331,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-74,332,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-74,333,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-74,334,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-74,330,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-74,331,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-74,332,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-74,333,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-74,334,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-74,330,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-74,331,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-74,332,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-74,333,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-74,334,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-74,330,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-74,331,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-74,332,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-74,333,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-74,334,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-74,330,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-74,331,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-74,332,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-74,333,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-74,334,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-74,330,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-74,331,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-74,332,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-74,333,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-74,334,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-74,330,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-74,331,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-74,332,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-74,333,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-74,334,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-74,330,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-74,331,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-74,332,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-74,333,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-74,334,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-74,330,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-74,331,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-74,332,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-74,333,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,340,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-75,336,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-75,337,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-75,338,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-75,339,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-75,340,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-75,336,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-75,337,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-75,338,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-75,339,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-75,340,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-75,336,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-75,337,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-75,338,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-75,339,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-75,340,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-75,336,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-75,337,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-75,338,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-75,339,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-75,340,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-75,336,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-75,337,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-75,338,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-75,339,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-75,340,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,336,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,337,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,338,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,339,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-75,340,10,0,1,2,1,,,,,10/01,10/31
